id,pedestrian,people,bicycle,car,van,truck,tricycle,awning-tricycle,bus,motor,total
9999977_00000_d_0000007,0.12857142857142856,0.04285714285714286,0.17142857142857143,0.1,0.02857142857142857,0.0,0.0,0.0,0.04285714285714286,0.4857142857142857,70
9999945_00000_d_0000165,0.2,0.0,0.0,0.4,0.13333333333333333,0.0,0.0,0.0,0.0,0.26666666666666666,15
9999962_00000_d_0000040,0.2,0.015384615384615385,0.0,0.12307692307692308,0.046153846153846156,0.0,0.0,0.0,0.0,0.6153846153846154,65
0000351_03529_d_0000537,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,11
0000307_06201_d_0000299,0.031746031746031744,0.07936507936507936,0.1111111111111111,0.3968253968253968,0.1111111111111111,0.14285714285714285,0.06349206349206349,0.0,0.0,0.06349206349206349,63
9999951_00000_d_0000084,0.0,0.0,0.0,0.7948717948717948,0.07692307692307693,0.07692307692307693,0.0,0.0,0.05128205128205128,0.0,39
9999950_00000_d_0000071,0.0,0.14285714285714285,0.11428571428571428,0.4,0.0,0.0,0.0,0.0,0.0,0.34285714285714286,35
9999956_00000_d_0000094,0.0,0.0,0.0,0.5882352941176471,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.23529411764705882,17
9999940_00000_d_0000069,0.5294117647058824,0.0,0.0,0.3333333333333333,0.0784313725490196,0.0392156862745098,0.0,0.0,0.0196078431372549,0.0,51
9999972_00000_d_0000013,0.016129032258064516,0.0,0.06451612903225806,0.25806451612903225,0.03225806451612903,0.0,0.0,0.06451612903225806,0.0,0.5645161290322581,62
9999984_00000_d_0000143,0.06818181818181818,0.030303030303030304,0.0,0.4621212121212121,0.09848484848484848,0.20454545454545456,0.0,0.022727272727272728,0.022727272727272728,0.09090909090909091,132
9999951_00000_d_0000149,0.058823529411764705,0.0,0.0,0.7843137254901961,0.058823529411764705,0.0392156862745098,0.0,0.0,0.058823529411764705,0.0,51
0000068_03918_d_0000013,0.6607142857142857,0.017857142857142856,0.19642857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.125,56
9999997_00000_d_0000038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
0000348_01373_d_0000413,0.4444444444444444,0.05555555555555555,0.044444444444444446,0.03333333333333333,0.03333333333333333,0.0,0.0,0.2111111111111111,0.0,0.17777777777777778,90
9999967_00000_d_0000008,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,25
0000244_03500_d_0000008,0.1643835616438356,0.0821917808219178,0.0,0.4178082191780822,0.0684931506849315,0.0684931506849315,0.08904109589041095,0.0136986301369863,0.02054794520547945,0.07534246575342465,146
9999942_00000_d_0000258,0.21052631578947367,0.0,0.0,0.15789473684210525,0.3684210526315789,0.05263157894736842,0.0,0.0,0.0,0.21052631578947367,19
0000281_02201_d_0000638,0.05714285714285714,0.11428571428571428,0.0,0.5142857142857142,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.0,0.0,0.14285714285714285,35
9999998_00185_d_0000149,0.14285714285714285,0.0,0.0,0.5,0.2857142857142857,0.0,0.0,0.0,0.07142857142857142,0.0,14
9999940_00000_d_0000084,0.03125,0.09375,0.0,0.375,0.0625,0.03125,0.0,0.0,0.03125,0.375,32
0000334_03529_d_0000039,0.21875,0.03125,0.03125,0.25,0.0234375,0.015625,0.15625,0.0,0.0,0.2734375,128
9999940_00000_d_0000076,0.45,0.0,0.0,0.31666666666666665,0.16666666666666666,0.0,0.0,0.0,0.06666666666666667,0.0,60
0000327_01801_d_0000720,0.25806451612903225,0.12903225806451613,0.0,0.3709677419354839,0.04838709677419355,0.016129032258064516,0.016129032258064516,0.0,0.0,0.16129032258064516,62
0000359_03529_d_0000712,0.0,0.375,0.0,0.1875,0.125,0.0,0.0,0.0,0.0,0.3125,16
9999960_00000_d_0000098,0.0,0.0,0.0,0.8604651162790697,0.09302325581395349,0.046511627906976744,0.0,0.0,0.0,0.0,43
9999981_00000_d_0000144,0.125,0.0,0.14285714285714285,0.4107142857142857,0.03571428571428571,0.0,0.0,0.0,0.0,0.2857142857142857,56
9999965_00000_d_0000032,0.3090909090909091,0.01818181818181818,0.03636363636363636,0.21818181818181817,0.045454545454545456,0.00909090909090909,0.0,0.0,0.00909090909090909,0.35454545454545455,110
9999999_00508_d_0000227,0.10294117647058823,0.07352941176470588,0.058823529411764705,0.35294117647058826,0.16176470588235295,0.014705882352941176,0.11764705882352941,0.0,0.0,0.11764705882352941,68
9999998_00106_d_0000084,0.0,0.0,0.0,0.8974358974358975,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,39
9999974_00000_d_0000017,0.03488372093023256,0.011627906976744186,0.046511627906976744,0.37209302325581395,0.03488372093023256,0.08139534883720931,0.046511627906976744,0.0,0.0,0.37209302325581395,86
9999960_00000_d_0000044,0.06451612903225806,0.0,0.0,0.7741935483870968,0.12903225806451613,0.03225806451612903,0.0,0.0,0.0,0.0,31
9999951_00000_d_0000098,0.0,0.0,0.0,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,12
9999987_00000_d_0000012,0.7846153846153846,0.015384615384615385,0.06153846153846154,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.1076923076923077,65
9999981_00000_d_0000074,0.2112676056338028,0.04225352112676056,0.11267605633802817,0.2112676056338028,0.09859154929577464,0.04225352112676056,0.056338028169014086,0.0,0.0,0.22535211267605634,71
9999960_00000_d_0000117,0.0,0.0,0.0,0.9787234042553191,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,47
9999998_00370_d_0000322,0.2222222222222222,0.07407407407407407,0.1111111111111111,0.25925925925925924,0.18518518518518517,0.0,0.14814814814814814,0.0,0.0,0.0,27
0000142_02458_d_0000035,0.062111801242236024,0.07453416149068323,0.19875776397515527,0.42857142857142855,0.012422360248447204,0.012422360248447204,0.0,0.0,0.037267080745341616,0.17391304347826086,161
0000113_01528_d_0000077,0.3225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.6451612903225806,31
9999999_00269_d_0000117,0.23076923076923078,0.14423076923076922,0.09615384615384616,0.15384615384615385,0.11538461538461539,0.019230769230769232,0.0,0.08653846153846154,0.0,0.15384615384615385,104
9999998_00219_d_0000175,0.056179775280898875,0.0,0.30337078651685395,0.39325842696629215,0.033707865168539325,0.056179775280898875,0.0,0.0449438202247191,0.02247191011235955,0.0898876404494382,89
9999981_00000_d_0000142,0.25,0.0,0.0,0.375,0.0,0.375,0.0,0.0,0.0,0.0,8
0000276_01201_d_0000513,0.20689655172413793,0.034482758620689655,0.0,0.3793103448275862,0.0,0.3793103448275862,0.0,0.0,0.0,0.0,29
9999956_00000_d_0000096,0.05405405405405406,0.0,0.0,0.7837837837837838,0.13513513513513514,0.02702702702702703,0.0,0.0,0.0,0.0,37
0000069_00713_d_0000003,0.6938775510204082,0.22448979591836735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,49
9999984_00000_d_0000024,0.14545454545454545,0.10909090909090909,0.21818181818181817,0.2,0.01818181818181818,0.12727272727272726,0.0,0.07272727272727272,0.0,0.10909090909090909,55
9999997_00000_d_0000003,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,10
0000366_05293_d_0000803,0.7,0.06666666666666667,0.0,0.1,0.03333333333333333,0.0,0.1,0.0,0.0,0.0,30
9999955_00000_d_0000206,0.5227272727272727,0.0,0.0,0.1590909090909091,0.20454545454545456,0.022727272727272728,0.0,0.0,0.0,0.09090909090909091,44
9999998_00317_d_0000270,0.14893617021276595,0.0425531914893617,0.0851063829787234,0.574468085106383,0.0425531914893617,0.02127659574468085,0.0,0.0,0.0,0.0851063829787234,47
0000143_00881_d_0000052,0.42493638676844786,0.005089058524173028,0.18575063613231552,0.3486005089058524,0.005089058524173028,0.0,0.0,0.0,0.020356234096692113,0.010178117048346057,393
0000275_00401_d_0000499,0.0,0.0,0.0,0.5970149253731343,0.14925373134328357,0.2537313432835821,0.0,0.0,0.0,0.0,67
9999960_00000_d_0000076,0.029411764705882353,0.0,0.0,0.7941176470588235,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0,34
0000313_05601_d_0000464,0.058823529411764705,0.08823529411764706,0.22058823529411764,0.27941176470588236,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.17647058823529413,68
9999937_00000_d_0000071,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,10
9999981_00000_d_0000090,0.0,0.0,0.0,0.696969696969697,0.15151515151515152,0.030303030303030304,0.0,0.0,0.0,0.12121212121212122,33
9999951_00000_d_0000089,0.2564102564102564,0.0,0.0,0.5384615384615384,0.1282051282051282,0.0,0.0,0.0,0.07692307692307693,0.0,39
9999969_00000_d_0000020,0.543859649122807,0.03508771929824561,0.05263157894736842,0.10526315789473684,0.017543859649122806,0.0,0.0,0.0,0.0,0.24561403508771928,57
9999942_00000_d_0000188,0.0975609756097561,0.0,0.0975609756097561,0.43902439024390244,0.3170731707317073,0.04878048780487805,0.0,0.0,0.0,0.0,41
0000263_05201_d_0000193,0.11428571428571428,0.05714285714285714,0.0,0.34285714285714286,0.14285714285714285,0.02857142857142857,0.0,0.0,0.0,0.3142857142857143,35
9999940_00000_d_0000035,0.12,0.02,0.0,0.36,0.24,0.1,0.0,0.0,0.08,0.08,50
9999955_00000_d_0000142,0.0,0.0,0.0,0.6666666666666666,0.24242424242424243,0.0,0.0,0.0,0.09090909090909091,0.0,33
9999962_00000_d_0000125,0.32142857142857145,0.03571428571428571,0.0,0.2857142857142857,0.03571428571428571,0.0,0.14285714285714285,0.0,0.03571428571428571,0.14285714285714285,28
0000270_03401_d_0000370,0.06666666666666667,0.08333333333333333,0.13333333333333333,0.30833333333333335,0.025,0.0,0.21666666666666667,0.0,0.0,0.16666666666666666,120
9999951_00000_d_0000126,0.0,0.0,0.0,0.6875,0.03125,0.21875,0.0,0.0,0.0625,0.0,32
9999985_00000_d_0000059,0.13636363636363635,0.09090909090909091,0.0,0.2727272727272727,0.13636363636363635,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,22
9999977_00000_d_0000046,0.009615384615384616,0.04807692307692308,0.3942307692307692,0.15384615384615385,0.04807692307692308,0.0,0.0,0.0,0.019230769230769232,0.3269230769230769,104
9999962_00000_d_0000116,0.12280701754385964,0.0,0.07017543859649122,0.38596491228070173,0.15789473684210525,0.0,0.07017543859649122,0.0,0.0,0.19298245614035087,57
9999955_00000_d_0000419,0.14634146341463414,0.036585365853658534,0.0,0.3048780487804878,0.24390243902439024,0.06097560975609756,0.0,0.0,0.06097560975609756,0.14634146341463414,82
9999942_00000_d_0000136,0.21774193548387097,0.03225806451612903,0.16129032258064516,0.07258064516129033,0.056451612903225805,0.016129032258064516,0.12096774193548387,0.08870967741935484,0.0,0.23387096774193547,124
0000072_05564_d_0000007,0.4230769230769231,0.1346153846153846,0.0,0.04807692307692308,0.019230769230769232,0.009615384615384616,0.038461538461538464,0.038461538461538464,0.0,0.28846153846153844,104
9999965_00000_d_0000073,0.0,0.11538461538461539,0.0,0.5,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.3076923076923077,26
0000264_01401_d_0000201,0.12871287128712872,0.019801980198019802,0.0,0.504950495049505,0.07920792079207921,0.019801980198019802,0.039603960396039604,0.0,0.009900990099009901,0.19801980198019803,101
9999942_00000_d_0000004,0.19230769230769232,0.09615384615384616,0.23076923076923078,0.28846153846153844,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.15384615384615385,52
9999955_00000_d_0000116,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.7142857142857143,0.0,14
9999953_00000_d_0000001,0.631578947368421,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,19
9999942_00000_d_0000160,0.3157894736842105,0.07894736842105263,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.3157894736842105,0.0,0.18421052631578946,38
9999955_00000_d_0000139,0.125,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,24
0000069_00483_d_0000002,0.8518518518518519,0.1111111111111111,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
0000257_04349_d_0000067,0.8412698412698413,0.0,0.0,0.15873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,63
9999950_00000_d_0000032,0.1111111111111111,0.07407407407407407,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,27
9999955_00000_d_0000339,0.05660377358490566,0.1509433962264151,0.0,0.22641509433962265,0.22641509433962265,0.09433962264150944,0.0,0.0,0.09433962264150944,0.1509433962264151,53
9999942_00000_d_0000256,0.2857142857142857,0.0,0.07142857142857142,0.125,0.03571428571428571,0.017857142857142856,0.10714285714285714,0.0,0.0,0.35714285714285715,56
9999964_00000_d_0000062,0.057971014492753624,0.028985507246376812,0.0,0.7101449275362319,0.014492753623188406,0.07246376811594203,0.0,0.0,0.014492753623188406,0.10144927536231885,69
9999970_00000_d_0000037,0.3333333333333333,0.031746031746031744,0.12698412698412698,0.19047619047619047,0.06349206349206349,0.015873015873015872,0.0,0.1746031746031746,0.0,0.06349206349206349,63
9999965_00000_d_0000029,0.13157894736842105,0.0,0.05263157894736842,0.6842105263157895,0.013157894736842105,0.013157894736842105,0.0,0.0,0.0,0.10526315789473684,76
9999981_00000_d_0000098,0.47058823529411764,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,17
0000366_08429_d_0000815,0.34355828220858897,0.09815950920245399,0.0,0.5153374233128835,0.04294478527607362,0.0,0.0,0.0,0.0,0.0,163
9999955_00000_d_0000392,0.16666666666666666,0.015151515151515152,0.0,0.2727272727272727,0.22727272727272727,0.030303030303030304,0.0,0.0,0.22727272727272727,0.06060606060606061,66
9999942_00000_d_0000149,0.08695652173913043,0.13043478260869565,0.1391304347826087,0.11304347826086956,0.043478260869565216,0.008695652173913044,0.043478260869565216,0.034782608695652174,0.0,0.4,115
9999965_00000_d_0000079,0.09090909090909091,0.0,0.0,0.8939393939393939,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,66
9999997_00000_d_0000049,0.3333333333333333,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,12
9999998_00159_d_0000134,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8
9999981_00000_d_0000121,0.0967741935483871,0.0,0.0,0.5483870967741935,0.14516129032258066,0.016129032258064516,0.0,0.0,0.0,0.1935483870967742,62
9999966_00000_d_0000030,0.4105263157894737,0.031578947368421054,0.3368421052631579,0.09473684210526316,0.010526315789473684,0.0,0.0,0.0,0.031578947368421054,0.08421052631578947,95
0000331_00801_d_0000828,0.17073170731707318,0.0975609756097561,0.0975609756097561,0.24390243902439024,0.024390243902439025,0.07317073170731707,0.0975609756097561,0.0,0.0,0.1951219512195122,41
9999967_00000_d_0000029,0.13274336283185842,0.035398230088495575,0.10619469026548672,0.6194690265486725,0.008849557522123894,0.0,0.035398230088495575,0.0,0.02654867256637168,0.035398230088495575,113
